0,No,Field,StarID,RA,Decl,X,Y,V,V_I,I,Vsig,Isig,B_V,B,Bsig
699,699,LMC_SC10,57871,5.168578,-68.89911,119.26,6317.64,20.563,0.095,20.467,0.177,0.389,0.255,20.819,0.273
700,700,LMC_SC10,57881,5.166189,-68.89853,6.93,6321.93,19.896,0.014,19.883,0.141,0.253,,,
701,701,LMC_SC10,57882,5.167189,-68.89861,53.90,6321.62,20.066,0.317,19.748,0.127,0.175,,,
702,702,LMC_SC10,57895,5.167825,-68.89825,83.84,6325.02,20.349,0.870,19.478,0.136,0.138,0.379,20.731,0.163
703,703,LMC_SC10,57898,5.167156,-68.89814,52.24,6325.78,19.796,0.079,19.716,0.123,0.184,,,
704,704,LMC_SC10,57908,5.167061,-68.89792,47.88,6327.57,20.834,0.849,19.985,0.272,0.217,,,
705,705,LMC_SC10,57909,5.167950,-68.89767,89.60,6330.05,20.203,0.305,19.899,0.119,0.178,0.344,20.549,0.183
706,706,LMC_SC10,57910,5.167989,-68.89794,91.54,6327.71,20.241,-0.042,20.283,0.088,0.216,0.174,20.415,0.137
707,707,LMC_SC10,57928,5.166206,-68.89719,7.59,6333.53,20.226,0.542,19.683,0.177,0.311,,,
708,708,LMC_SC10,57939,5.168436,-68.89706,112.43,6335.51,20.101,-0.067,20.169,0.090,0.188,0.204,20.306,0.088
709,709,LMC_SC10,57948,5.168656,-68.89667,122.73,6338.86,20.436,0.555,19.880,0.127,0.183,0.549,20.988,0.264
710,710,LMC_SC10,57953,5.167442,-68.89658,65.68,6339.36,19.986,0.330,19.656,0.081,0.120,0.200,20.187,0.131
711,711,LMC_SC10,57958,5.166914,-68.89636,40.83,6340.98,20.474,0.800,19.673,0.590,0.303,,,
712,712,LMC_SC10,57959,5.167108,-68.89642,49.97,6340.79,19.743,-0.024,19.768,0.091,0.174,,,
713,713,LMC_SC10,57961,5.167372,-68.89642,62.43,6340.77,20.347,0.048,20.299,0.115,0.225,0.084,20.430,0.127
714,714,LMC_SC10,57964,5.166372,-68.89628,15.36,6341.62,,,20.307,,0.392,,,
715,715,LMC_SC10,57965,5.168081,-68.89633,95.68,6341.73,19.749,0.076,19.673,0.068,0.130,0.047,19.796,0.069
716,716,LMC_SC10,57976,5.166494,-68.89606,21.15,6343.55,21.329,1.359,19.968,0.372,0.209,,,
717,717,LMC_SC10,57978,5.167128,-68.89606,50.93,6343.75,19.963,-0.114,20.077,0.095,0.210,,,
718,718,LMC_SC10,57982,5.168339,-68.89575,107.90,6346.91,20.146,0.399,19.747,0.155,0.160,0.201,20.349,0.124
719,719,LMC_SC10,57989,5.166622,-68.89575,27.17,6346.37,20.137,0.234,19.902,0.173,0.253,,,
720,720,LMC_SC10,57990,5.167461,-68.89561,66.51,6347.85,20.316,0.495,19.822,0.099,0.192,0.621,20.941,0.314
721,721,LMC_SC10,57992,5.168239,-68.89531,103.11,6350.66,21.189,1.531,19.657,0.350,0.302,0.055,21.247,0.452
722,722,LMC_SC10,57994,5.168564,-68.89542,118.38,6349.72,20.703,0.468,20.234,0.164,0.206,0.355,21.060,0.296
723,723,LMC_SC10,57998,5.166089,-68.89517,1.98,6351.22,,,19.861,,0.410,,,
724,724,LMC_SC10,57999,5.166700,-68.89517,30.71,6351.41,20.629,0.552,20.077,0.333,0.295,,,
725,725,LMC_SC10,58002,5.167169,-68.89517,52.81,6351.64,20.135,-0.060,20.195,0.140,0.239,,,
726,726,LMC_SC10,58009,5.168044,-68.89489,93.91,6354.15,21.053,0.532,20.520,0.268,0.349,,,
727,727,LMC_SC10,58010,5.168192,-68.89475,100.88,6355.57,,,20.003,,0.625,,,
728,728,LMC_SC10,58014,5.166800,-68.89475,35.46,6355.19,,,19.778,,0.458,,,
729,729,LMC_SC10,58015,5.166242,-68.89453,9.10,6356.81,20.285,0.423,19.861,0.109,0.218,,,
730,730,LMC_SC10,58016,5.166481,-68.89464,20.41,6356.00,20.323,0.275,20.046,0.109,0.181,,,
731,731,LMC_SC10,58017,5.168472,-68.89467,114.05,6356.29,21.169,1.368,19.800,0.356,0.194,-1.160,20.007,0.201
732,732,LMC_SC10,58019,5.167433,-68.89453,65.20,6357.16,20.359,0.369,19.988,0.119,0.203,0.379,20.739,0.234
733,733,LMC_SC10,58020,5.168294,-68.89456,105.65,6357.24,20.044,0.479,19.564,0.501,0.399,-0.113,19.932,0.221
734,734,LMC_SC10,58030,5.166992,-68.89433,44.45,6358.86,20.085,0.008,20.077,0.171,0.297,,,
735,735,LMC_SC10,58034,5.168528,-68.89422,116.67,6360.10,20.627,0.382,20.245,0.275,0.317,-0.106,20.522,0.398
736,736,LMC_SC10,58037,5.168419,-68.89406,111.60,6361.50,20.009,0.376,19.634,0.225,0.340,0.441,20.453,0.578
737,737,LMC_SC10,58041,5.166869,-68.89389,38.66,6362.54,20.387,0.396,19.990,0.290,0.407,,,
738,738,LMC_SC10,58042,5.167172,-68.89389,52.87,6362.67,20.491,0.075,20.416,0.116,0.274,,,
739,739,LMC_SC10,58051,5.166244,-68.89353,9.18,6365.44,20.161,0.216,19.944,0.133,0.204,,,
740,740,LMC_SC10,58052,5.166800,-68.89369,35.36,6364.25,,,20.314,,0.317,,,
741,741,LMC_SC10,58062,5.168211,-68.89344,101.72,6366.94,20.839,0.503,20.336,0.556,0.389,,,
742,742,LMC_SC10,58063,5.168294,-68.89353,105.64,6366.11,20.010,0.289,19.720,0.326,0.400,0.847,20.862,0.447
743,743,LMC_SC10,58064,5.168692,-68.89344,124.35,6367.03,21.590,0.976,20.613,0.287,0.296,-0.144,21.448,0.291
744,744,LMC_SC10,58068,5.166308,-68.89328,12.27,6367.72,19.997,0.170,19.828,0.152,0.165,,,
745,745,LMC_SC10,58069,5.166631,-68.89322,27.36,6368.42,20.692,0.615,20.076,0.183,0.206,,,
746,746,LMC_SC10,58070,5.168142,-68.89347,98.43,6366.56,20.896,0.135,20.760,0.403,0.498,,,
747,747,LMC_SC10,58074,5.167428,-68.89314,64.85,6369.39,20.743,0.366,20.375,0.207,0.232,-0.031,20.711,0.165
748,748,LMC_SC10,58075,5.168381,-68.89303,109.71,6370.59,20.395,1.127,19.267,0.344,0.141,-0.048,20.349,0.333
749,749,LMC_SC10,58079,5.166119,-68.89292,3.29,6370.73,19.569,-0.310,19.881,0.155,0.293,,,
750,750,LMC_SC10,58080,5.167644,-68.89297,75.00,6370.83,20.373,0.296,20.076,0.102,0.170,0.238,20.612,0.167
751,751,LMC_SC10,58092,5.167219,-68.89267,55.00,6373.39,20.458,0.284,20.173,0.148,0.248,,,
752,752,LMC_SC10,58093,5.168153,-68.89269,98.90,6373.46,20.610,0.363,20.246,0.194,0.201,0.303,20.915,0.331
753,753,LMC_SC10,58097,5.167367,-68.89233,62.01,6376.32,20.554,0.849,19.704,0.140,0.152,0.418,20.975,0.307
754,754,LMC_SC10,58104,5.167194,-68.89228,53.84,6376.75,20.390,0.092,20.298,0.112,0.225,,,
755,755,LMC_SC10,58105,5.167792,-68.89217,81.91,6377.72,20.547,0.404,20.143,0.156,0.193,0.530,21.081,0.237
756,756,LMC_SC10,58106,5.167953,-68.89231,89.47,6376.69,20.696,0.280,20.416,0.140,0.274,0.409,21.107,0.250
757,757,LMC_SC10,58110,5.166467,-68.89197,19.62,6379.22,20.086,0.433,19.651,0.113,0.159,,,
758,758,LMC_SC10,58113,5.168067,-68.89203,94.84,6379.08,20.160,0.185,19.975,0.136,0.183,0.123,20.284,0.122
759,759,LMC_SC10,58114,5.168450,-68.89197,112.92,6379.65,19.885,0.270,19.614,0.081,0.128,0.246,20.133,0.101
760,760,LMC_SC10,58116,5.167036,-68.89189,46.44,6380.01,20.090,0.323,19.768,0.130,0.150,,,
761,761,LMC_SC10,58119,5.167167,-68.89181,52.58,6380.72,20.382,0.264,20.117,0.099,0.192,,,
762,762,LMC_SC10,58125,5.166747,-68.89139,32.75,6384.21,20.598,0.110,20.488,0.270,0.274,,,
763,763,LMC_SC10,58127,5.167286,-68.89133,58.09,6384.96,,,20.602,,0.468,,,
764,764,LMC_SC10,58130,5.167411,-68.89128,64.03,6385.46,21.277,0.553,20.724,0.351,0.357,0.696,21.977,0.521
765,765,LMC_SC10,58135,5.167544,-68.89117,70.26,6386.45,20.503,0.170,20.333,0.114,0.233,0.376,20.881,0.233
766,766,LMC_SC10,58152,5.167219,-68.89075,54.98,6390.04,21.373,0.624,20.749,0.251,0.451,,,
767,767,LMC_SC10,58153,5.168153,-68.89083,98.85,6389.62,21.000,0.518,20.480,0.237,0.274,0.049,21.050,0.331
768,768,LMC_SC10,58157,5.166392,-68.89061,15.97,6391.02,,,20.129,,0.299,,,
769,769,LMC_SC10,58158,5.167661,-68.89069,75.72,6390.49,19.841,-0.150,19.991,0.095,0.225,-0.027,19.813,0.170
770,770,LMC_SC10,58159,5.168419,-68.89064,111.44,6391.33,21.372,1.247,20.125,0.270,0.214,-0.077,21.298,0.309
771,771,LMC_SC10,58166,5.166172,-68.89036,5.62,6393.04,20.280,0.179,20.101,0.374,0.528,,,
772,772,LMC_SC10,58169,5.166361,-68.89033,14.60,6393.40,,,19.951,,0.281,,,
773,773,LMC_SC10,58170,5.166558,-68.89025,23.80,6394.09,20.445,0.014,20.431,0.300,0.359,,,
774,774,LMC_SC10,58171,5.167217,-68.89017,54.80,6395.00,21.279,1.347,19.931,0.343,0.231,,,
775,775,LMC_SC10,58173,5.167706,-68.89006,77.76,6396.29,20.571,0.449,20.122,0.135,0.176,0.213,20.786,0.160
776,776,LMC_SC10,58174,5.168522,-68.89008,116.18,6396.09,20.987,0.358,20.629,0.193,0.258,0.523,21.513,0.236
777,777,LMC_SC10,58179,5.167156,-68.88981,51.94,6398.20,20.130,0.636,19.494,0.125,0.151,,,
778,778,LMC_SC10,58181,5.166464,-68.88997,19.33,6396.59,20.874,0.623,20.250,0.432,0.334,,,
779,779,LMC_SC10,58182,5.168069,-68.88986,94.83,6397.92,20.467,0.339,20.128,0.100,0.193,0.193,20.661,0.157
780,780,LMC_SC10,58186,5.167944,-68.88967,89.05,6399.53,21.068,0.826,20.242,0.171,0.207,0.424,21.496,0.302
781,781,LMC_SC10,58187,5.168397,-68.88975,110.37,6398.92,20.409,0.186,20.224,0.107,0.205,0.273,20.684,0.199
782,782,LMC_SC10,58197,5.168014,-68.88919,92.26,6403.68,20.586,0.563,20.022,0.096,0.172,0.371,20.960,0.233
783,783,LMC_SC10,58205,5.167969,-68.88875,90.19,6407.64,20.429,0.559,19.870,0.074,0.156,0.508,20.940,0.125
784,784,LMC_SC10,58220,5.167133,-68.88817,50.80,6412.34,20.147,0.344,19.802,0.077,0.165,,,
785,785,LMC_SC10,58226,5.168139,-68.88803,98.08,6413.82,21.325,0.731,20.594,0.409,0.375,-1.577,19.742,0.102
786,786,LMC_SC10,58227,5.168556,-68.88817,117.70,6412.81,20.649,0.753,19.895,0.125,0.156,0.632,21.285,0.192
787,787,LMC_SC10,58229,5.166681,-68.88803,29.44,6413.47,20.886,0.551,20.334,0.170,0.267,,,
788,788,LMC_SC10,58230,5.168019,-68.88792,92.39,6414.77,20.585,1.026,19.558,0.125,0.186,1.139,21.732,0.427
789,789,LMC_SC10,58234,5.166272,-68.88800,10.30,6413.67,20.846,0.865,19.980,0.484,0.449,,,
790,790,LMC_SC10,58237,5.167503,-68.88775,68.19,6416.23,20.272,0.215,20.058,0.091,0.177,0.398,20.672,0.112
791,791,LMC_SC10,58242,5.167881,-68.88747,85.88,6418.60,,,20.140,,0.223,,21.488,0.470
792,792,LMC_SC10,58243,5.168253,-68.88739,103.47,6419.54,20.940,0.873,20.066,0.177,0.173,0.766,21.712,0.284
793,793,LMC_SC10,58244,5.168564,-68.88739,117.98,6419.70,19.758,0.124,19.634,0.061,0.129,0.098,19.857,0.063
794,794,LMC_SC10,58253,5.167500,-68.88711,67.98,6421.67,20.760,0.382,20.379,0.095,0.226,0.803,21.567,0.314
795,795,LMC_SC10,58265,5.166525,-68.88686,22.12,6423.56,,,20.779,,0.700,,,
796,796,LMC_SC10,58269,5.167150,-68.88661,51.54,6426.00,21.032,0.559,20.472,0.116,0.280,,,
797,797,LMC_SC10,58273,5.166325,-68.88653,12.64,6426.48,20.522,0.030,20.492,0.131,0.236,,,
798,798,LMC_SC10,58274,5.166731,-68.88656,31.75,6426.36,20.705,0.556,20.149,0.197,0.241,,,
799,799,LMC_SC10,58277,5.168667,-68.88642,122.78,6427.99,20.142,0.099,20.043,0.076,0.154,0.071,20.214,0.098
800,800,LMC_SC10,58287,5.166453,-68.88625,18.71,6428.97,21.289,0.836,20.452,0.267,0.291,,,
801,801,LMC_SC10,58288,5.167072,-68.88608,47.83,6430.63,20.420,0.594,19.826,0.120,0.151,,,
802,802,LMC_SC10,58305,5.166839,-68.88517,36.75,6438.49,20.059,-0.021,20.080,0.081,0.165,,,
803,803,LMC_SC10,58306,5.167011,-68.88533,44.83,6436.96,20.678,0.666,20.011,0.206,0.210,,,
804,804,LMC_SC10,58312,5.166356,-68.88503,14.08,6439.62,20.763,0.383,20.379,0.118,0.258,,,
805,805,LMC_SC10,58317,5.168097,-68.88492,96.03,6440.92,21.518,1.067,20.450,0.203,0.278,,,
806,806,LMC_SC10,58330,5.166167,-68.88458,5.17,6443.34,21.244,1.304,19.940,0.427,0.244,,,
807,807,LMC_SC10,58335,5.167439,-68.88461,65.04,6443.55,20.248,0.285,19.962,0.142,0.189,0.343,20.592,0.187
808,808,LMC_SC10,58336,5.167664,-68.88458,75.54,6443.73,20.447,0.268,20.178,0.107,0.202,0.351,20.799,0.194
809,809,LMC_SC10,58337,5.168575,-68.88464,118.46,6443.63,20.482,0.179,20.302,0.099,0.223,0.162,20.645,0.209
810,810,LMC_SC10,58338,5.168722,-68.88453,125.36,6444.63,20.789,0.997,19.791,0.130,0.143,0.425,21.218,0.277
811,811,LMC_SC10,59193,5.166411,-68.91769,18.26,6155.28,,,18.211,,0.790,,,
812,812,LMC_SC10,59207,5.167600,-68.91819,74.09,6151.26,21.141,0.506,20.635,0.205,0.272,0.452,21.595,0.312
813,813,LMC_SC10,59209,5.167089,-68.91775,50.09,6154.94,21.281,0.173,21.107,0.315,0.384,,,
814,814,LMC_SC10,59210,5.167472,-68.91775,68.08,6155.25,21.048,0.190,20.858,0.247,0.314,0.167,21.217,0.313
815,815,LMC_SC10,59211,5.167592,-68.91758,73.72,6156.59,21.163,0.449,20.714,0.187,0.277,0.284,21.449,0.321
816,816,LMC_SC10,59213,5.167294,-68.91758,59.80,6156.53,21.544,0.367,21.177,0.273,0.366,0.384,21.932,0.402
817,817,LMC_SC10,59217,5.168200,-68.91722,102.32,6159.96,20.479,0.321,20.157,0.241,0.271,0.298,20.779,0.395
818,818,LMC_SC10,59220,5.166658,-68.91681,29.80,6163.22,20.012,-0.221,20.233,0.209,0.274,,,
819,819,LMC_SC10,59221,5.166831,-68.91667,37.86,6164.53,21.225,0.719,20.505,0.232,0.252,,,
820,820,LMC_SC10,59229,5.167300,-68.91608,59.91,6169.66,20.865,0.122,20.743,0.179,0.270,,,
821,821,LMC_SC10,59234,5.166603,-68.91561,27.13,6173.46,20.126,-0.291,20.417,0.124,0.244,,,
822,822,LMC_SC10,59236,5.168225,-68.91531,103.37,6176.63,20.373,0.392,19.980,0.112,0.167,0.340,20.715,0.169
823,823,LMC_SC10,59239,5.166506,-68.91461,22.61,6182.24,21.575,0.776,20.799,0.245,0.251,,,
824,824,LMC_SC10,59245,5.168394,-68.91294,111.28,6197.16,20.938,0.481,20.458,0.167,0.254,0.565,21.506,0.282
825,825,LMC_SC10,59249,5.166158,-68.91214,6.16,6203.60,20.119,-0.409,20.529,0.249,0.280,,,
826,826,LMC_SC10,59253,5.167442,-68.91119,66.31,6212.24,21.203,0.563,20.641,0.245,0.274,0.255,21.460,0.281
827,827,LMC_SC10,59254,5.167883,-68.91125,87.12,6211.90,21.202,0.767,20.434,0.309,0.308,,,
828,828,LMC_SC10,59256,5.167781,-68.91078,82.24,6215.80,21.076,0.538,20.537,0.433,0.348,-0.009,21.068,0.598
829,829,LMC_SC10,59260,5.166783,-68.91017,35.40,6220.92,20.783,0.332,20.450,0.232,0.294,,,
830,830,LMC_SC10,59262,5.168572,-68.90967,119.37,6225.82,20.535,0.088,20.447,0.114,0.238,0.136,20.672,0.139
831,831,LMC_SC10,59264,5.167028,-68.90914,46.81,6230.05,20.427,0.298,20.129,0.342,0.359,,,
832,832,LMC_SC10,59265,5.167472,-68.90858,67.74,6234.83,20.838,0.472,20.366,0.301,0.269,0.169,21.009,0.337
833,833,LMC_SC10,59266,5.167575,-68.90861,72.51,6234.61,,,20.861,,0.405,,21.219,0.405
834,834,LMC_SC10,59273,5.167050,-68.90756,47.84,6243.63,20.160,-0.270,20.431,0.263,0.318,,,
835,835,LMC_SC10,59275,5.167044,-68.90697,47.49,6248.87,20.158,-0.230,20.390,0.167,0.301,,,
836,836,LMC_SC10,59276,5.168300,-68.90700,106.57,6248.92,20.890,0.515,20.374,0.142,0.231,0.387,21.280,0.221
837,837,LMC_SC10,59278,5.166164,-68.90664,6.05,6251.39,20.137,-0.222,20.360,0.106,0.205,,,
838,838,LMC_SC10,59279,5.168122,-68.90653,98.08,6253.04,21.274,0.528,20.745,0.219,0.320,,,
839,839,LMC_SC10,59282,5.166639,-68.90581,28.39,6258.83,21.114,0.862,20.252,0.239,0.265,,,
840,840,LMC_SC10,59284,5.166611,-68.90508,26.99,6265.08,20.422,-0.150,20.572,0.241,0.306,,,
841,841,LMC_SC10,59289,5.166558,-68.90453,24.49,6269.96,,,20.458,,0.323,,,
842,842,LMC_SC10,59292,5.167022,-68.90361,46.32,6278.10,20.554,0.677,19.877,0.390,0.367,,,
843,843,LMC_SC10,59296,5.168181,-68.90314,100.73,6282.51,20.475,0.446,20.029,0.128,0.194,0.249,20.726,0.208
844,844,LMC_SC10,59297,5.167372,-68.90300,62.73,6283.55,20.332,0.077,20.254,0.219,0.237,0.139,20.472,0.211
845,845,LMC_SC10,59302,5.168178,-68.90208,100.60,6291.70,,,20.986,,0.461,,,
846,846,LMC_SC10,59306,5.166225,-68.90200,8.77,6291.78,20.881,0.675,20.206,0.134,0.270,,,
847,847,LMC_SC10,59310,5.167339,-68.90156,61.03,6295.94,19.904,0.041,19.863,0.134,0.207,-0.551,19.351,0.236
848,848,LMC_SC10,59311,5.167458,-68.90156,66.68,6295.98,20.517,0.296,20.221,0.309,0.296,-0.210,20.306,0.273
849,849,LMC_SC10,59312,5.167039,-68.90147,46.98,6296.55,,,19.993,,0.473,,,
850,850,LMC_SC10,59313,5.168100,-68.90136,96.91,6297.91,,,21.098,,0.553,,,
851,851,LMC_SC10,59314,5.167378,-68.90117,62.92,6299.43,21.053,0.740,20.311,0.291,0.288,-1.177,19.872,0.330
852,852,LMC_SC10,59315,5.166311,-68.90094,12.72,6300.97,20.576,0.654,19.921,0.219,0.212,,,
853,853,LMC_SC10,59316,5.166403,-68.90103,17.09,6300.33,20.497,0.201,20.296,0.214,0.321,,,
854,854,LMC_SC10,59319,5.168169,-68.90067,100.10,6303.91,20.004,-0.001,20.005,0.093,0.215,0.234,20.239,0.093
855,855,LMC_SC10,59321,5.167300,-68.90039,59.15,6306.11,20.677,0.271,20.405,0.218,0.273,0.081,20.760,0.250
856,856,LMC_SC10,59323,5.167408,-68.90031,64.29,6306.86,21.035,0.525,20.510,0.252,0.262,-0.047,20.989,0.209
857,857,LMC_SC10,59328,5.168617,-68.90011,121.09,6309.01,20.690,0.206,20.484,0.169,0.256,0.286,20.978,0.242
858,858,LMC_SC10,59339,5.167133,-68.89881,51.31,6319.92,20.491,-0.038,20.529,0.123,0.295,,,
859,859,LMC_SC10,59341,5.168553,-68.89839,117.97,6323.96,21.093,0.487,20.606,0.214,0.259,0.694,21.792,0.456
860,860,LMC_SC10,59344,5.166706,-68.89806,31.12,6326.23,20.289,0.159,20.130,0.166,0.250,,,
861,861,LMC_SC10,59349,5.167081,-68.89719,48.72,6333.86,20.421,0.026,20.395,0.195,0.233,,,
862,862,LMC_SC10,59352,5.167200,-68.89667,54.27,6338.45,20.338,0.119,20.219,0.206,0.206,,,
863,863,LMC_SC10,59353,5.168194,-68.89681,101.10,6337.51,20.814,0.373,20.440,0.148,0.240,0.625,21.442,0.341
864,864,LMC_SC10,59358,5.168614,-68.89650,120.83,6340.28,21.005,0.052,20.953,0.175,0.343,0.323,21.329,0.318
865,865,LMC_SC10,59362,5.167917,-68.89508,87.98,6352.44,20.471,-0.055,20.526,0.196,0.384,0.440,20.912,0.207
866,866,LMC_SC10,59371,5.168003,-68.89336,91.97,6367.56,20.562,0.085,20.477,0.204,0.284,0.095,20.658,0.239
867,867,LMC_SC10,59375,5.167369,-68.89281,62.15,6372.25,,,20.563,,0.344,,,
868,868,LMC_SC10,59380,5.166628,-68.89094,27.17,6388.25,19.677,-0.582,20.259,0.648,0.458,,,
869,869,LMC_SC10,59384,5.168006,-68.89025,91.87,6394.66,20.961,0.629,20.331,0.224,0.210,0.138,21.101,0.279
870,870,LMC_SC10,59385,5.168169,-68.88981,99.64,6398.51,20.711,0.191,20.520,0.184,0.252,0.045,20.756,0.189
871,871,LMC_SC10,59387,5.167681,-68.88936,76.53,6402.28,20.845,0.219,20.626,0.145,0.268,0.251,21.097,0.208
872,872,LMC_SC10,59395,5.167953,-68.88836,89.38,6410.87,21.252,0.447,20.805,0.197,0.319,0.240,21.494,0.360
873,873,LMC_SC10,59407,5.167436,-68.88572,64.91,6433.91,21.008,0.588,20.419,0.224,0.295,0.364,21.374,0.574
874,874,LMC_SC10,59416,5.166408,-68.88478,16.57,6441.66,20.453,0.059,20.394,0.129,0.218,,,
875,875,LMC_SC10,59417,5.167514,-68.88481,68.51,6441.80,,,21.143,,0.384,,,
876,876,LMC_SC10,59420,5.168283,-68.88458,104.75,6443.85,20.576,0.405,20.170,0.127,0.210,0.450,21.029,0.243
877,877,LMC_SC11,331543,5.166406,-68.91733,2034.48,6274.12,12.941,-0.138,13.080,0.077,0.076,-0.165,12.776,0.078
878,878,LMC_SC11,331544,5.165928,-68.91297,2012.10,6312.25,13.486,-0.176,13.663,0.014,0.009,-0.204,13.281,0.025
879,879,LMC_SC11,331547,5.162714,-68.90339,1861.18,6395.95,16.024,3.070,12.951,0.212,0.090,1.886,17.925,0.184
880,880,LMC_SC11,331548,5.163203,-68.89347,1884.30,6482.06,14.604,1.713,12.889,0.013,0.010,1.799,16.414,0.038
881,881,LMC_SC11,331553,5.165781,-68.90683,2005.28,6365.62,16.625,2.009,14.615,0.058,0.023,2.243,18.882,0.195
882,882,LMC_SC11,331554,5.164278,-68.90656,1934.63,6368.25,14.344,-0.200,14.544,0.010,0.012,-0.180,14.164,0.028
883,883,LMC_SC11,331555,5.165925,-68.90356,2012.15,6394.18,14.263,-0.166,14.429,0.011,0.009,-0.172,14.090,0.027
884,884,LMC_SC11,331557,5.163525,-68.89728,1899.38,6448.87,16.404,1.974,14.428,0.034,0.012,2.128,18.546,0.172
885,885,LMC_SC11,331558,5.163972,-68.89706,1920.39,6450.94,14.631,-0.076,14.707,0.023,0.042,-0.049,14.581,0.070
886,886,LMC_SC11,331561,5.166239,-68.88875,2027.20,6522.84,15.514,1.415,14.098,0.013,0.011,1.525,17.049,0.048
887,887,LMC_SC11,331575,5.165656,-68.91172,1999.34,6323.00,15.003,-0.185,15.188,0.029,0.019,-0.158,14.843,0.030
888,888,LMC_SC11,331576,5.165239,-68.91092,1979.82,6330.03,14.553,-0.197,14.751,0.063,0.045,-0.176,14.376,0.058
889,889,LMC_SC11,331578,5.166114,-68.91042,2020.96,6334.25,14.785,-0.185,14.970,0.016,0.012,-0.163,14.621,0.033
890,890,LMC_SC11,331579,5.164247,-68.91000,1933.25,6338.11,15.188,-0.137,15.324,0.009,0.010,-0.131,15.057,0.019
891,891,LMC_SC11,331581,5.165008,-68.90892,1968.91,6347.42,16.849,1.472,15.375,0.019,0.010,1.550,18.407,0.046
892,892,LMC_SC11,331583,5.164047,-68.90642,1923.87,6369.31,15.261,-0.185,15.447,0.009,0.011,-0.160,15.102,0.016
893,893,LMC_SC11,331585,5.166136,-68.90481,2022.03,6383.20,15.051,-0.181,15.233,0.026,0.018,-0.116,14.933,0.133
894,894,LMC_SC11,331587,5.165403,-68.90139,1987.69,6412.94,17.046,1.722,15.322,0.052,0.011,2.263,19.323,0.298
895,895,LMC_SC11,331588,5.166022,-68.89761,2016.87,6445.81,15.058,-0.194,15.252,0.011,0.013,-0.141,14.916,0.040
896,896,LMC_SC11,331589,5.166383,-68.89694,2033.86,6451.65,16.464,1.539,14.924,0.015,0.010,1.634,18.109,0.049
897,897,LMC_SC11,331591,5.162689,-68.89550,1860.20,6464.49,16.522,1.608,14.913,0.017,0.012,1.658,18.191,0.038
898,898,LMC_SC11,331592,5.163742,-68.89369,1909.63,6480.05,15.372,0.092,15.280,0.018,0.027,0.061,15.434,0.055
899,899,LMC_SC11,331593,5.163653,-68.89164,1905.49,6498.00,15.523,0.093,15.429,0.052,0.058,0.046,15.569,0.078
900,900,LMC_SC11,331594,5.166039,-68.89100,2017.69,6503.36,17.374,2.156,15.216,0.074,0.029,1.861,19.248,0.183
901,901,LMC_SC11,331595,5.166500,-68.89103,2039.47,6503.06,14.919,0.074,14.845,0.016,0.011,,,
902,902,LMC_SC11,331596,5.165911,-68.88875,2011.80,6523.02,15.195,0.004,15.191,0.016,0.012,-0.040,15.155,0.034
903,903,LMC_SC11,331597,5.162683,-68.88869,1859.91,6523.64,16.997,1.625,15.370,0.020,0.011,1.909,18.918,0.095
904,904,LMC_SC11,331598,5.166603,-68.88706,2044.38,6537.57,16.865,1.566,15.298,0.028,0.017,,,
905,905,LMC_SC11,331627,5.162694,-68.91772,1860.11,6271.13,17.363,1.507,15.854,0.048,0.023,,,
906,906,LMC_SC11,331629,5.163914,-68.91486,1917.47,6295.78,17.327,1.190,16.136,0.030,0.018,1.206,18.541,0.049
907,907,LMC_SC11,331630,5.164114,-68.91489,1926.88,6295.75,16.284,-0.079,16.364,0.012,0.014,-0.054,16.231,0.049
908,908,LMC_SC11,331631,5.165106,-68.91303,1973.53,6311.68,16.983,0.715,16.269,0.063,0.032,0.032,17.017,0.071
909,909,LMC_SC11,331637,5.163636,-68.90928,1904.54,6344.62,17.756,1.328,16.426,0.020,0.013,1.359,19.122,0.052
910,910,LMC_SC11,331641,5.163478,-68.90792,1897.08,6356.39,16.723,0.499,16.223,0.021,0.027,0.350,17.075,0.030
911,911,LMC_SC11,331646,5.164889,-68.90606,1963.43,6372.44,17.331,0.954,16.376,0.013,0.012,1.377,18.716,0.106
912,912,LMC_SC11,331647,5.162500,-68.90564,1851.11,6376.21,17.284,0.938,16.344,0.017,0.012,0.906,18.195,0.025
913,913,LMC_SC11,331650,5.165575,-68.90417,1995.64,6388.83,16.086,-0.150,16.236,0.014,0.014,-0.122,15.963,0.025
914,914,LMC_SC11,331654,5.164247,-68.90336,1933.35,6395.98,16.374,0.060,16.315,0.098,0.087,0.013,16.388,0.132
915,915,LMC_SC11,331655,5.166578,-68.90250,2042.80,6403.21,17.652,1.202,16.449,0.032,0.017,,,
916,916,LMC_SC11,331656,5.165344,-68.90197,1984.86,6408.00,16.044,-0.122,16.165,0.009,0.013,-0.134,15.909,0.021
917,917,LMC_SC11,331658,5.163367,-68.90114,1891.89,6415.27,15.961,-0.242,16.203,0.016,0.103,-0.142,15.818,0.039
918,918,LMC_SC11,331659,5.163436,-68.90136,1895.20,6413.53,16.087,-0.124,16.212,0.016,0.023,-0.049,16.037,0.093
919,919,LMC_SC11,331661,5.163408,-68.90003,1893.89,6425.17,15.635,-0.168,15.804,0.029,0.033,-0.146,15.488,0.027
